region_from,region_to,SC,module_from,overlapping_from,module_to,overlapping_to
rh_R_POS2,rh_R_5m,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_5m,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_5m,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_5m,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_5m,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_5m,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_5m,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_5m,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_5m,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_5m,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_6a,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_6a,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_6a,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_6a,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_6a,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_6a,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_6a,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_6a,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_6a,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_6a,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_6a,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_6d,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_6d,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_6d,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_6d,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_6d,5.836051384,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_6d,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_6d,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_6d,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_6d,5.789313632,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_6d,6.113737472,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_6d,1.757342587,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_6ma,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_6ma,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_6ma,4.950675863,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_6ma,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_6ma,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_6ma,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_6ma,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_6ma,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_6ma,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_6ma,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_6ma,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_6mp,6.715624472,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_6mp,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_6mp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_6mp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_6mp,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_6mp,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_6mp,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_6mp,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_6mp,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_6mp,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_6mp,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_6r,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_6r,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_6r,6.149497796,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_6r,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_6r,5.541733838,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_6r,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_6r,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_6r,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_6r,7.407936265,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_6r,5.698922206,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_6r,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_6v,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_6v,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_6v,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_6v,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_6v,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_6v,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_6v,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_6v,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_6v,7.201233069,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_6v,6.121179081,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_6v,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_7AL,4.906374348,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_7AL,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_7AL,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_7AL,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_7AL,4.766801689,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_7AL,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_7AL,4.352561454,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_7AL,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_7AL,5.839019118,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_7AL,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_7AL,5.642578887,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_7PC,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_7PC,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_7PC,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_7PC,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_7PC,5.488280005,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_7PC,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_7PC,4.518402768,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_7PC,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_7PC,7.746824239,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_7PC,6.719291412,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_7PC,5.922387607,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_AIP,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_AIP,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_AIP,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_AIP,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_AIP,3.063251448,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_AIP,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_AIP,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_AIP,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_AIP,7.876262543,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_AIP,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_AIP,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_FEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_FEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_FEF,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_FEF,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_FEF,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_FEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_FEF,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_FEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_FEF,6.583890047,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_FEF,6.682011696,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_FEF,2.070164464,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_FOP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_FOP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_FOP1,5.027549786,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_FOP1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_FOP1,6.235707111,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_FOP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_FOP1,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_FOP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_FOP1,5.678247556,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_FOP1,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_FOP1,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_FOP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_FOP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_FOP2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_FOP2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_FOP2,6.538112338,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_FOP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_FOP2,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_FOP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_FOP2,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_FOP2,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_FOP2,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_FOP3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_FOP3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_FOP3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_FOP3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_FOP3,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_FOP3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_FOP3,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_FOP3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_FOP3,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_FOP3,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_FOP3,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_IP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_IP1,6.433555999,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_IP1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_IP1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_IP1,3.939311916,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_IP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_IP1,5.421797019,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_IP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_IP1,8.023596964,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_IP1,8.18971864,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_IP1,5.836754923,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_IP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_IP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_IP2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_IP2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_IP2,3.415388011,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_IP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_IP2,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_IP2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_IP2,8.88924355,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_IP2,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_IP2,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_LIPd,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_LIPd,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_LIPd,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_LIPd,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_LIPd,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_LIPd,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_LIPd,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_LIPd,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_LIPd,7.022140809,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_LIPd,6.414673304,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_LIPd,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_LIPv,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_LIPv,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_LIPv,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_LIPv,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_LIPv,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_LIPv,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_LIPv,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_LIPv,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_LIPv,7.312626747,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_LIPv,6.876901039,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_LIPv,5.285464591,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_OP2-3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_OP2-3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_OP2-3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_OP2-3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_OP2-3,6.508693939,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_OP2-3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_OP2-3,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_OP2-3,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_OP2-3,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_OP2-3,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_OP2-3,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_OP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_OP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_OP4,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_OP4,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_OP4,7.388001969,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_OP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_OP4,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_OP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_OP4,5.620726481,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_OP4,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_OP4,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_PEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_PEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_PEF,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_PEF,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_PEF,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_PEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_PEF,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_PEF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_PEF,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_PEF,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_PEF,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_PF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_PF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_PF,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_PF,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_PF,6.384713017,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
